# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
3109         6   32901906   32909847     80      19  312618      0.58391    5.2514e-14      0.58391
3108         6   32915891   32921900     36      16  325382       1.6646    5.2403e-14       1.6646
6046         6   32935437   32949782    147      44  274705    -0.054407    5.2479e-14    -0.054407
3111         6   32971459   32978389     79      26  303888     -0.22733    5.2486e-14     -0.22733
3113         6   33031846   33049555    335      23  376385     -0.14276    5.2486e-14     -0.14276
3115         6   33042703   33057973    319      23  371318       0.1433    5.2486e-14       0.1433
1302         6   33129969   33161245    174      39  276547     -0.50179    5.2514e-14     -0.50179
6257         6   33160862   33169630     37      16  201536     -0.89641    5.2514e-14     -0.89641
7922         6   33167603   33172714     23      12  153762     -0.21584    5.2486e-14     -0.21584
7923         6   33171414   33175108     17       9  284894      0.36414    5.2458e-14      0.36414
6015         6   33175286   33180999     27      15  218405      0.16035    5.2486e-14      0.16035
6293         6   33217549   33240723    124      26  231400     -0.57645    5.2514e-14     -0.57645
6222         6   33238852   33244781     33       7  353689     -0.69415    5.2514e-14     -0.69415
8705         6   33243917   33247102     10       6  196784     -0.63096    5.2514e-14     -0.63096
9277         6   33246182   33258304     66      28  231295      -1.0867    5.2403e-14      -1.0867
10471        6   33256374   33259211     14       7  248093     -0.59788    5.2514e-14     -0.59788
5863         6   33258931   33268386     34      14   95178       -0.468    5.2458e-14       -0.468
6892         6   33266971   33283164     68      20  239648       0.5301    5.2514e-14       0.5301
9278         6   33281682   33286719     14       6  248193      -1.4827    5.2403e-14      -1.4827
1616         6   33285835   33291793     20      10  222097     -0.94293    5.2514e-14     -0.94293
3833         6   33358301   33378201     99      32  204413       1.1165    5.2403e-14       1.1165
5252         6   33377773   33384730     29      16  174871       1.3174    5.2403e-14       1.3174
51596        6   33383819   33387111      9       6  171824      0.80971    5.2514e-14      0.80971
8831         6   33386847   33421966    122      43  232330      0.20066    5.2486e-14      0.20066
221504       6   33421356   33425821     16       9  192795     -0.12545    5.2486e-14     -0.12545
578          6   33539823   33549072     44      16  280186     -0.23893    5.2486e-14     -0.23893
3710         6   33586951   33664851    566      65  275721     -0.30805    5.2458e-14     -0.30805
84300        6   33664038   33680528     99      20  307094      -0.4865    5.2458e-14      -0.4865
117283       6   33688915   33715762    217      41  259121      0.50138    5.2514e-14      0.50138
221496       6   33738490   33757906    132      28  267749         1.37    5.2403e-14         1.37
4295         6   33761949   33772793     75      21  262073      0.62526    5.2514e-14      0.62526
2914         6   33989123   34124399   1067      94  209430       1.0398    5.2403e-14       1.0398
3159         6   34203577   34214508     65      31  128885     -0.79669    5.2514e-14     -0.79669
221491       6   34213657   34217904     25      12  182198      0.92983    5.2514e-14      0.92983
11165        6   34254471   34361457    556      41  198885      0.18375    5.2486e-14      0.18375
100529239    6   34254471   34394902    765      46  181132       0.2001    5.2486e-14       0.2001
6204         6   34384731   34394902     64      27  131437       0.1477    5.2486e-14       0.1477
29993        6   34432838   34503500    365      60  195228        1.318    5.2403e-14        1.318
25803        6   34505079   34525110    116      28  146767      0.34122    5.2458e-14      0.34122
64771        6   34554565   34665625    556      45  182198      -0.6158    5.2514e-14      -0.6158
6631         6   34723871   34742134    120      27  245644     0.028793    5.2479e-14     0.028793
54887        6   34758794   34845791    489      41  229935     -0.51927    5.2514e-14     -0.51927
6882         6   34845055   34856908     47      17  301822     -0.71243    5.2514e-14     -0.71243
23294        6   34856038   35086302   1109      84  241845     -0.32861    5.2458e-14     -0.32861
6954         6   35085348   35110187    130      25  290271       0.8685    5.2514e-14       0.8685
222663       6   35180824   35221356    157      47  201279      -1.3108    5.2403e-14      -1.3108
7629         6   35225691   35264262    209      47  201266      -1.4537    5.2403e-14      -1.4537
50619        6   35264595   35290048    125      33  196787     -0.91105    5.2514e-14     -0.91105
5467         6   35309335   35396468    486      63  196110     0.070187    5.2486e-14     0.070187
2178         6   35419116   35435418     90      22  252811      -0.3949    5.2458e-14      -0.3949
4736         6   35435178   35439058     31      15  240910      0.70614    5.2514e-14      0.70614
7005         6   35440874   35465884    132      45  163986      -1.2382    5.2403e-14      -1.2382
7287         6   35465151   35481715     97      27  268733     -0.10292    5.2486e-14     -0.10292
2289         6   35540862   35697360    620      69  219949       1.3891    5.2403e-14       1.3891
221481       6   35700567   35717190     77      28  131951       1.9004    5.2403e-14       1.9004
389383       6   35743343   35747829     17       9  127464      -0.2379    5.2486e-14      -0.2379
340204       6   35747831   35756341     64      18  104537      0.82813    5.2514e-14      0.82813
1208         6   35762259   35766121     20      10  136845       1.5722    5.2403e-14       1.5722
222662       6   35772071   35792352     95      22  221111       2.0376    5.2403e-14       2.0376
6732         6   35800311   35889957    375      36  249421       2.0533    5.2403e-14       2.0533
116369       6   35910791   35993413    387      69  254798      0.23474    5.2486e-14      0.23474
1432         6   35994412   36079513    349      37  275886         1.84    5.2403e-14         1.84
5603         6   36097261   36112801     63      25  186159      0.22604    5.2486e-14      0.22604
27154        6   36163408   36201067    136      41  151787      0.84504    5.2514e-14      0.84504
285848       6   36209945   36276872    352      81  253312       1.0394    5.2403e-14       1.0394
389384       6   36283034   36305662    124      56  167639      0.70615    5.2514e-14      0.70615
51513        6   36321498   36356577    276      67  216865       0.5569    5.2514e-14       0.5569
222659       6   36357828   36411666    283      28  269233      -0.3006    5.2458e-14      -0.3006
222658       6   36409544   36459418    224      36  230737      -1.7956    5.2403e-14      -1.7956
11329        6   36461166   36516256    322      31  221559     -0.85289    5.2514e-14     -0.85289
6428         6   36561090   36572744     71      17  250777      -1.7658    5.2403e-14      -1.7658
1026         6   36643237   36655616     71      22  283918      -1.4208    5.2403e-14      -1.4208
401258       6   36664628   36701460    245      48  267398      -1.6975    5.2403e-14      -1.6975
57699        6   36708049   36808220    673     106  246304     -0.33087    5.2458e-14     -0.33087
51645        6   36822105   36843800    111      29  265373     -0.27061    5.2458e-14     -0.27061
221477       6   36852640   36897240    288      33  200990      0.43469    5.2458e-14      0.43469
221476       6   36915039   36933113    111      27  256443     -0.94553    5.2514e-14     -0.94553
23787        6   36935411   36955327    140      27  265024      0.42112    5.2458e-14      0.42112
221472       6   36972423   36997345    138      50  251625      -1.7057    5.2403e-14      -1.7057
5292         6   37136922   37143704     32      17  123558      0.36512    5.2458e-14      0.36512
221468       6   37179454   37226931    194      48  155445      0.51264    5.2514e-14      0.51264
55633        6   37224528   37301246    429      32  160748       1.2155    5.2403e-14       1.2155
9025         6   37320748   37363014    163      54  124536     -0.94864    5.2514e-14     -0.94864
23070        6   37399907   37451137    205      45  156414       1.0746    5.2403e-14       1.0746
154467       6   37450196   37468700     94      30  192198      0.84317    5.2514e-14      0.84317
266727       6   37599784   37666766    477      70  275739      -1.1976    5.2403e-14      -1.1976
60685        6   37786272   38162137   1840      54  258486     -0.27431    5.2458e-14     -0.27431
114781       6   38135727   38609202   2264     149  228235     -0.75198    5.2514e-14     -0.75198
2739         6   38643201   38671952    113      28  294831     -0.57577    5.2514e-14     -0.57577
1769         6   38682117   38999074   1924     106  286666     -0.44591    5.2458e-14     -0.44591
2740         6   39015557   39057157    288      40  303622      -1.2318    5.2403e-14      -1.2318
55776        6   39071340   39083865     55      24  250841       -1.782    5.2403e-14       -1.782
8645         6   39156247   39198251    291      49  222697     -0.70692    5.2514e-14     -0.70692
89822        6   39266277   39283237     97      37  230856      0.15393    5.2486e-14      0.15393
